label,value,unit,status,type,key,iteration&time
Battery,100,%,Charging,battery,label,1:1667126865.2894967
Battery,100,%,Charging,battery,label,2:1667126885.517524
Battery,100,%,Charging,battery,label,3:1667126905.691827
