total,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,time_since_update,cpucore,ctx_switches,interrupts,soft_interrupts,syscalls,iteration&time
0.1,0.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,20.156846046447754,8,2430,765,2007,0,1:1667126865.2639463
0.1,0.1,0.0,0.1,99.9,0.0,0.0,0.0,0.0,0.0,0.0,20.19747567176819,8,3054,1133,2544,0,2:1667126885.462302
0.1,0.1,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,20.19346046447754,8,2412,668,2108,0,3:1667126905.6613107
