label,value,unit,status,type,key,iteration&time
Battery,44,%,Discharging,battery,label,1:1667388468.9867425
Battery,44,%,Discharging,battery,label,2:1667388470.3743453
Battery,44,%,Discharging,battery,label,3:1667388471.6720963
Battery,44,%,Discharging,battery,label,4:1667388472.8891642
Battery,44,%,Discharging,battery,label,5:1667388474.031939
