time_since_update,disk_name,read_count,write_count,read_bytes,write_bytes,key,iteration&time
2.3793623447418213,loop0,0,0,0,0,disk_name,1:1667388468.9813085
2.3793623447418213,loop1,0,0,0,0,disk_name,1:1667388468.9813085
2.3793623447418213,loop2,0,0,0,0,disk_name,1:1667388468.9813085
2.3793623447418213,loop3,0,0,0,0,disk_name,1:1667388468.9813085
2.3793623447418213,loop4,0,0,0,0,disk_name,1:1667388468.9813085
2.3793623447418213,loop5,0,0,0,0,disk_name,1:1667388468.9813085
2.3793623447418213,loop6,0,0,0,0,disk_name,1:1667388468.9813085
2.3793623447418213,loop7,0,0,0,0,disk_name,1:1667388468.9813085
2.3793623447418213,sda,0,0,0,0,disk_name,1:1667388468.9813085
2.3793623447418213,sdb,0,0,0,0,disk_name,1:1667388468.9813085
2.3793623447418213,sdc,0,2,0,12288,disk_name,1:1667388468.9813085
2.3793623447418213,sdd,0,0,0,0,disk_name,1:1667388468.9813085
2.4563870429992676,loop0,0,0,0,0,disk_name,2:1667388470.3338025
2.4563870429992676,loop1,0,0,0,0,disk_name,2:1667388470.3338025
2.4563870429992676,loop2,0,0,0,0,disk_name,2:1667388470.3338025
2.4563870429992676,loop3,0,0,0,0,disk_name,2:1667388470.3338025
2.4563870429992676,loop4,0,0,0,0,disk_name,2:1667388470.3338025
2.4563870429992676,loop5,0,0,0,0,disk_name,2:1667388470.3338025
2.4563870429992676,loop6,0,0,0,0,disk_name,2:1667388470.3338025
2.4563870429992676,loop7,0,0,0,0,disk_name,2:1667388470.3338025
2.4563870429992676,sda,0,0,0,0,disk_name,2:1667388470.3338025
2.4563870429992676,sdb,0,0,0,0,disk_name,2:1667388470.3338025
2.4563870429992676,sdc,0,0,0,0,disk_name,2:1667388470.3338025
2.4563870429992676,sdd,0,0,0,0,disk_name,2:1667388470.3338025
2.4563870429992676,loop0,0,0,0,0,disk_name,3:1667388471.660707
2.4563870429992676,loop1,0,0,0,0,disk_name,3:1667388471.660707
2.4563870429992676,loop2,0,0,0,0,disk_name,3:1667388471.660707
2.4563870429992676,loop3,0,0,0,0,disk_name,3:1667388471.660707
2.4563870429992676,loop4,0,0,0,0,disk_name,3:1667388471.660707
2.4563870429992676,loop5,0,0,0,0,disk_name,3:1667388471.660707
2.4563870429992676,loop6,0,0,0,0,disk_name,3:1667388471.660707
2.4563870429992676,loop7,0,0,0,0,disk_name,3:1667388471.660707
2.4563870429992676,sda,0,0,0,0,disk_name,3:1667388471.660707
2.4563870429992676,sdb,0,0,0,0,disk_name,3:1667388471.660707
2.4563870429992676,sdc,0,0,0,0,disk_name,3:1667388471.660707
2.4563870429992676,sdd,0,0,0,0,disk_name,3:1667388471.660707
2.63279390335083,loop0,0,0,0,0,disk_name,4:1667388472.8788626
2.63279390335083,loop1,0,0,0,0,disk_name,4:1667388472.8788626
2.63279390335083,loop2,0,0,0,0,disk_name,4:1667388472.8788626
2.63279390335083,loop3,0,0,0,0,disk_name,4:1667388472.8788626
2.63279390335083,loop4,0,0,0,0,disk_name,4:1667388472.8788626
2.63279390335083,loop5,0,0,0,0,disk_name,4:1667388472.8788626
2.63279390335083,loop6,0,0,0,0,disk_name,4:1667388472.8788626
2.63279390335083,loop7,0,0,0,0,disk_name,4:1667388472.8788626
2.63279390335083,sda,0,0,0,0,disk_name,4:1667388472.8788626
2.63279390335083,sdb,0,0,0,0,disk_name,4:1667388472.8788626
2.63279390335083,sdc,0,2,0,12288,disk_name,4:1667388472.8788626
2.63279390335083,sdd,0,0,0,0,disk_name,4:1667388472.8788626
2.63279390335083,loop0,0,0,0,0,disk_name,5:1667388474.0216706
2.63279390335083,loop1,0,0,0,0,disk_name,5:1667388474.0216706
2.63279390335083,loop2,0,0,0,0,disk_name,5:1667388474.0216706
2.63279390335083,loop3,0,0,0,0,disk_name,5:1667388474.0216706
2.63279390335083,loop4,0,0,0,0,disk_name,5:1667388474.0216706
2.63279390335083,loop5,0,0,0,0,disk_name,5:1667388474.0216706
2.63279390335083,loop6,0,0,0,0,disk_name,5:1667388474.0216706
2.63279390335083,loop7,0,0,0,0,disk_name,5:1667388474.0216706
2.63279390335083,sda,0,0,0,0,disk_name,5:1667388474.0216706
2.63279390335083,sdb,0,0,0,0,disk_name,5:1667388474.0216706
2.63279390335083,sdc,0,2,0,12288,disk_name,5:1667388474.0216706
2.63279390335083,sdd,0,0,0,0,disk_name,5:1667388474.0216706
