total,available,percent,used,free,active,inactive,buffers,cached,shared,iteration&time
8249192448,7414718464,10.1,834473984,7414718464,1085878272,696164352,577871872,1168130048,737280,1:1667388468.965625
8249192448,7414546432,10.1,834646016,7414546432,1085882368,697139200,577871872,1168125952,737280,2:1667388470.2330732
8249192448,7414546432,10.1,834646016,7414546432,1085882368,697139200,577871872,1168125952,737280,3:1667388471.633947
8249192448,7415177216,10.1,834015232,7415177216,1085878272,696586240,577880064,1168130048,737280,4:1667388472.8462684
8249192448,7415177216,10.1,834015232,7415177216,1085878272,696586240,577880064,1168130048,737280,5:1667388473.9868498
