label,value,unit,status,type,key,iteration&time
Battery,100,%,Charging,battery,label,1:1667124869.4630752
Battery,100,%,Charging,battery,label,2:1667124889.645504
Battery,100,%,Charging,battery,label,3:1667124909.809315
