total,available,percent,used,free,active,inactive,buffers,cached,shared,iteration&time
8249192448,7413321728,10.1,835870720,7413321728,1085915136,698613760,577916928,1168125952,737280,1:1667388505.5272644
8249192448,7412596736,10.1,836595712,7412596736,1085919232,699576320,577916928,1168125952,737280,2:1667388506.756808
