label,value,unit,status,type,key,iteration&time
Battery,43,%,Discharging,battery,label,1:1667388481.500457
Battery,43,%,Discharging,battery,label,2:1667388482.7201488
Battery,43,%,Discharging,battery,label,3:1667388483.8630314
Battery,43,%,Discharging,battery,label,4:1667388485.0612595
Battery,43,%,Discharging,battery,label,5:1667388486.1867177
