label,value,unit,status,type,key,iteration&time
Battery,100,%,Charging,battery,label,1:1667129473.919927
Battery,100,%,Charging,battery,label,2:1667129494.1503904
Battery,100,%,Charging,battery,label,3:1667129514.3265336
