total,available,percent,used,free,active,inactive,buffers,cached,shared,iteration&time
8249192448,7243841536,12.2,1005350912,7243841536,902307840,5551063040,404197376,6104121344,1228800,1:1667129900.6168973
8249192448,7242141696,12.2,1007050752,7242141696,902344704,5552668672,404230144,6105235456,1228800,2:1667129920.867418
8249192448,7224500224,12.4,1024692224,7224500224,942731264,5720571904,404504576,6298120192,1228800,3:1667129941.2047956
