total,available,percent,used,free,active,inactive,buffers,cached,shared,iteration&time
8249192448,7276716032,11.8,972476416,7276716032,489586688,1952051200,136916992,2067697664,1122304,1:1667129291.9350197
8249192448,7260913664,12.0,988278784,7260913664,522227712,2149302272,168091648,2280398848,1146880,2:1667129312.1861656
8249192448,7269453824,11.9,979738624,7269453824,559984640,2158530560,189575168,2327064576,1146880,3:1667129332.418026
