key,cpu_number,total,user,system,idle,nice,iowait,irq,softirq,steal,guest,guest_nice,iteration&time
cpu_number,0,10.4,5.8,2.1,89.6,0.0,0.2,0.0,2.3,0.0,0.0,0.0,1:1667128987.630529
cpu_number,1,4.0,0.9,1.1,96.0,0.0,1.2,0.0,0.9,0.0,0.0,0.0,1:1667128987.630529
cpu_number,2,2.9,0.9,1.3,97.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1:1667128987.630529
cpu_number,3,9.4,6.1,3.1,90.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1:1667128987.630529
cpu_number,4,5.7,3.1,1.9,94.3,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1:1667128987.630529
cpu_number,5,1.2,0.8,0.4,98.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1:1667128987.630529
cpu_number,6,3.0,1.7,1.3,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1:1667128987.630529
cpu_number,7,1.2,0.3,0.5,98.8,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1:1667128987.630529
cpu_number,0,26.8,11.8,6.3,73.2,0.0,2.4,0.0,6.4,0.0,0.0,0.0,2:1667129007.878443
cpu_number,1,11.7,4.4,3.4,88.3,0.0,1.7,0.0,2.2,0.0,0.0,0.0,2:1667129007.878443
cpu_number,2,19.2,9.1,6.3,80.8,0.0,3.7,0.0,0.1,0.0,0.0,0.0,2:1667129007.878443
cpu_number,3,6.2,2.1,3.2,93.8,0.0,0.7,0.0,0.1,0.0,0.0,0.0,2:1667129007.878443
cpu_number,4,16.7,7.1,8.1,83.3,0.0,1.5,0.0,0.0,0.0,0.0,0.0,2:1667129007.878443
cpu_number,5,8.4,2.7,4.9,91.6,0.0,0.8,0.0,0.0,0.0,0.0,0.0,2:1667129007.878443
cpu_number,6,7.4,3.7,3.2,92.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,2:1667129007.878443
cpu_number,7,3.1,1.2,1.8,96.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2:1667129007.878443
cpu_number,0,17.6,5.4,4.6,82.4,0.0,2.3,0.0,5.3,0.0,0.0,0.0,3:1667129028.1630452
cpu_number,1,29.7,21.3,5.8,70.3,0.0,0.6,0.0,2.0,0.0,0.0,0.0,3:1667129028.1630452
cpu_number,2,10.3,3.9,3.5,89.7,0.0,2.4,0.0,0.4,0.0,0.0,0.0,3:1667129028.1630452
cpu_number,3,6.5,3.0,2.7,93.5,0.0,0.9,0.0,0.0,0.0,0.0,0.0,3:1667129028.1630452
cpu_number,4,8.2,2.5,4.5,91.8,0.0,1.2,0.0,0.0,0.0,0.0,0.0,3:1667129028.1630452
cpu_number,5,5.1,1.9,3.1,94.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3:1667129028.1630452
cpu_number,6,7.5,3.7,2.2,92.5,0.0,1.6,0.0,0.0,0.0,0.0,0.0,3:1667129028.1630452
cpu_number,7,20.4,15.6,4.8,79.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3:1667129028.1630452
